,member_id,attendance_date,facility,check_in_time
671,M00406,2026-05-12,gym,15:30
672,M00179,2026-01-08,basketball,20:15
673,M00097,2026-04-29,gym,10:00
674,M00013,2026-01-16,swimming pool,10:15
675,M00411,2026-04-06,gym,14:00
676,M00023,2026-01-17,swimming pool,20:15
677,M00095,2026-08-20,badminton,09:00
678,M00473,2026-01-13,swimming pool,19:45
679,M00509,2026-01-08,basketball,19:15
680,M00363,2026-02-24,swimming pool,14:30
681,M00457,2026-08-15,swimming pool,07:15
682,M00303,2026-05-08,basketball,21:00
683,M00090,2026-03-13,basketball,10:45
684,M00205,2026-06-14,football,13:00
685,M00392,2026-07-20,badminton,21:45
686,M00353,2026-08-22,football,16:45
687,M00277,2026-02-16,gym,16:15
688,M00031,2026-08-18,badminton,07:45
689,M00543,2026-04-02,football,13:15
690,M00103,2026-03-05,swimming pool,14:00
691,M00225,2026-05-28,basketball,17:15
692,M00181,2026-03-02,football,16:30
693,M00029,2026-06-30,badminton,10:15
694,M00505,2026-05-19,badminton,11:45
695,M00039,2026-01-24,gym,13:15
696,M00021,2026-05-15,basketball,06:30
697,M00207,2026-07-26,swimming pool,16:15
698,M00332,2026-01-16,gym,10:15
699,M00114,2026-08-05,football,17:00
700,M00383,2026-06-30,basketball,09:30
701,M00310,2026-03-24,swimming pool,11:45
702,M00499,2026-06-16,badminton,11:30
703,M00229,2026-06-20,football,11:45
704,M00315,2026-07-07,badminton,10:15
705,M00002,2026-08-31,football,18:00
706,M00187,2026-06-04,badminton,13:00
707,M00509,2026-02-06,badminton,08:15
708,M00356,2026-03-23,swimming pool,08:30
709,M00458,2026-01-03,badminton,12:15
710,M00070,2026-03-31,badminton,09:00
711,M00050,2026-04-09,basketball,19:15
712,M00424,2026-05-07,basketball,17:45
713,M00104,2026-08-01,basketball,13:15
714,M00463,2026-01-19,gym,15:00
715,M00327,2026-03-08,gym,08:30
716,M00175,2026-08-16,basketball,11:00
717,M00561,2026-08-30,gym,16:45
718,M00032,2026-04-21,swimming pool,19:15
719,M00055,2026-01-26,badminton,12:15
720,M00420,2026-06-28,football,14:30
721,M00305,2026-03-02,gym,07:45
722,M00586,2026-05-21,basketball,10:00
723,M00370,2026-01-01,basketball,08:30
724,M00492,2026-02-21,gym,06:15
725,M00175,2026-06-13,badminton,08:45
726,M00119,2026-03-20,basketball,21:45
727,M00272,2026-01-24,football,18:15
728,M00380,2026-08-15,basketball,17:15
729,M00457,2026-01-12,badminton,20:45
730,M00270,2026-02-27,badminton,07:15
731,M00100,2026-01-22,badminton,19:15
732,M00567,2026-01-16,basketball,19:45
733,M00587,2026-08-14,swimming pool,21:30
734,M00081,2026-04-12,gym,10:00
735,M00460,2026-02-14,swimming pool,12:15
736,M00130,2026-01-11,basketball,08:45
737,M00207,2026-07-30,swimming pool,14:30
738,M00069,2026-01-23,basketball,18:30
739,M00283,2026-05-14,basketball,06:45
740,M00116,2026-04-17,swimming pool,10:00
741,M00109,2026-05-25,gym,15:30
742,M00421,2026-03-09,basketball,21:45
743,M00039,2026-02-14,badminton,18:15
744,M00412,2026-01-10,basketball,16:15
745,M00051,2026-07-10,basketball,14:30
746,M00021,2026-03-28,badminton,15:30
747,M00504,2026-08-08,gym,13:15
748,M00308,2026-07-10,basketball,16:30
749,M00427,2026-06-04,gym,12:45
750,M00217,2026-08-22,basketball,21:30
751,M00058,2026-05-12,swimming pool,08:30
752,M00519,2026-04-14,swimming pool,06:15
753,M00198,2026-08-13,swimming pool,07:15
754,M00034,2026-04-27,gym,17:15
755,M00281,2026-04-05,basketball,18:00
756,M00032,2026-03-03,badminton,21:45
757,M00182,2026-08-11,basketball,17:30
758,M00168,2026-08-03,badminton,08:30
759,M00029,2026-04-09,gym,11:15
760,M00227,2026-06-15,swimming pool,12:30
761,M00420,2026-05-12,gym,06:45
762,M00136,2026-06-15,swimming pool,06:15
763,M00259,2026-06-05,badminton,14:45
764,M00386,2026-08-07,badminton,20:30
765,M00224,2026-04-30,badminton,18:00
766,M00008,2026-05-11,badminton,15:30
767,M00111,2026-05-04,gym,16:30
768,M00333,2026-08-09,badminton,14:30
769,M00193,2026-02-08,football,13:00
770,M00414,2026-06-19,badminton,10:00
771,M00510,2026-03-17,badminton,19:45
772,M00398,2026-07-08,gym,12:30
773,M00228,2026-06-25,football,21:30
774,M00520,2026-03-18,swimming pool,11:30
775,M00100,2026-05-01,swimming pool,14:15
776,M00344,2026-06-17,gym,13:30
777,M00229,2026-07-10,badminton,19:30
778,M00381,2026-03-08,football,15:45
779,M00121,2026-05-01,gym,08:45
780,M00200,2026-05-09,gym,18:30
781,M00424,2026-01-14,swimming pool,10:15
782,M00351,2026-04-15,football,20:15
783,M00324,2026-08-09,swimming pool,08:45
784,M00341,2026-06-11,swimming pool,16:00
785,M00005,2026-04-26,badminton,12:15
786,M00591,2026-07-15,swimming pool,21:00
787,M00133,2026-06-07,basketball,19:45
788,M00440,2026-05-03,basketball,06:00
789,M00547,2026-02-21,badminton,06:30
790,M00544,2026-02-18,gym,06:15
791,M00232,2026-06-27,badminton,15:15
792,M00106,2026-04-09,football,15:15
793,M00067,2026-07-30,gym,15:30
794,M00467,2026-07-06,football,16:45
795,M00138,2026-03-29,basketball,17:15
796,M00169,2026-08-31,basketball,06:15
797,M00230,2026-07-06,swimming pool,12:00
798,M00517,2026-02-13,gym,17:00
799,M00385,2026-08-13,badminton,07:00
800,M00111,2026-06-17,gym,07:00
801,M00427,2026-04-24,basketball,09:30
802,M00486,2026-06-29,swimming pool,12:00
803,M00309,2026-04-18,gym,14:15
804,M00429,2026-08-01,gym,09:30
805,M00117,2026-07-20,gym,21:15
806,M00205,2026-07-19,badminton,12:30
807,M00420,2026-03-17,swimming pool,07:45
808,M00213,2026-06-26,basketball,16:15
809,M00003,2026-01-04,gym,09:45
810,M00153,2026-01-24,football,08:00
811,M00263,2026-06-14,swimming pool,20:30
812,M00271,2026-04-29,gym,09:15
813,M00041,2026-08-07,badminton,17:30
814,M00437,2026-07-09,gym,09:00
815,M00010,2026-08-07,swimming pool,11:30
816,M00367,2026-08-17,basketball,14:00
817,M00382,2026-07-28,badminton,11:00
818,M00411,2026-04-13,basketball,14:45
819,M00490,2026-07-24,basketball,11:00
820,M00136,2026-06-28,gym,11:00
821,M00427,2026-08-22,football,21:45
822,M00186,2026-06-06,basketball,17:00
823,M00134,2026-05-04,basketball,09:45
824,M00452,2026-01-12,gym,14:30
825,M00013,2026-06-30,football,13:30
826,M00532,2026-05-14,football,09:45
827,M00255,2026-05-04,badminton,18:15
828,M00572,2026-08-17,football,07:00
829,M00161,2026-05-10,basketball,21:15
830,M00077,2026-07-12,basketball,16:15
831,M00339,2026-03-13,gym,13:45
832,M00413,2026-07-29,swimming pool,08:45
833,M00455,2026-07-25,football,20:00
834,M00511,2026-04-25,badminton,09:45
835,M00019,2026-01-27,basketball,19:00
836,M00571,2026-05-21,gym,08:30
837,M00521,2026-05-24,swimming pool,20:30
838,M00373,2026-07-31,gym,13:45
839,M00340,2026-05-24,football,21:30
840,M00464,2026-01-30,gym,13:00
841,M00350,2026-04-01,badminton,17:00
842,M00047,2026-08-18,swimming pool,21:15
843,M00420,2026-01-28,badminton,12:15
844,M00124,2026-08-27,basketball,12:45
845,M00196,2026-07-03,badminton,09:45
846,M00048,2026-08-26,football,09:45
847,M00469,2026-06-18,football,10:45
848,M00005,2026-05-16,gym,19:45
849,M00521,2026-07-19,swimming pool,11:15
850,M00107,2026-04-10,football,16:45
851,M00429,2026-06-05,swimming pool,14:45
852,M00352,2026-03-17,basketball,10:15
853,M00423,2026-06-04,football,15:30
854,M00567,2026-06-11,swimming pool,12:15
855,M00298,2026-06-25,badminton,10:15
856,M00516,2026-05-19,badminton,09:30
857,M00576,2026-05-03,football,19:30
858,M00433,2026-07-26,gym,09:00
859,M00391,2026-02-07,gym,07:15
860,M00274,2026-07-12,swimming pool,15:30
861,M00150,2026-08-03,gym,15:15
862,M00555,2026-01-09,badminton,20:00
863,M00576,2026-08-10,swimming pool,18:15
864,M00524,2026-07-20,badminton,07:45
865,M00397,2026-04-17,badminton,07:00
866,M00258,2026-02-21,football,20:15
867,M00377,2026-07-13,football,12:15
868,M00302,2026-04-25,swimming pool,08:15
869,M00178,2026-07-08,football,09:45
870,M00042,2026-04-20,badminton,14:15
871,M00165,2026-05-30,badminton,06:30
872,M00478,2026-07-01,swimming pool,07:15
873,M00331,2026-06-02,gym,15:45
874,M00587,2026-05-21,badminton,08:30
875,M00539,2026-02-26,swimming pool,08:15
876,M00426,2026-05-20,football,18:00
877,M00358,2026-02-26,swimming pool,16:30
878,M00370,2026-03-17,swimming pool,21:00
879,M00118,2026-06-21,badminton,20:15
880,M00250,2026-01-11,badminton,18:00
881,M00396,2026-03-07,football,15:00
882,M00530,2026-07-30,badminton,20:45
883,M00045,2026-03-17,swimming pool,16:00
884,M00099,2026-02-12,football,06:00
885,M00216,2026-06-21,swimming pool,19:00
886,M00211,2026-05-18,basketball,08:15
887,M00025,2026-04-28,badminton,07:00
888,M00076,2026-01-14,swimming pool,14:00
889,M00589,2026-07-30,swimming pool,14:45
890,M00398,2026-04-26,basketball,19:30
891,M00018,2026-04-10,gym,06:00
892,M00600,2026-01-12,gym,17:00
893,M00297,2026-07-21,badminton,08:30
894,M00449,2026-04-08,basketball,06:45
895,M00161,2026-05-17,swimming pool,10:45
896,M00559,2026-03-17,swimming pool,15:30
897,M00012,2026-05-22,football,10:00
898,M00043,2026-01-02,football,18:00
899,M00313,2026-02-23,badminton,12:45
900,M00525,2026-02-06,swimming pool,11:15
901,M00259,2026-02-19,gym,11:00
902,M00563,2026-04-29,football,08:30
903,M00069,2026-03-06,gym,12:45
904,M00339,2026-04-02,swimming pool,13:00
905,M00292,2026-06-08,gym,12:30
906,M00498,2026-04-26,badminton,15:15
907,M00580,2026-05-26,badminton,16:45
908,M00173,2026-01-02,badminton,13:15
909,M00447,2026-03-12,badminton,10:30
910,M00492,2026-04-29,basketball,17:30
911,M00499,2026-05-22,gym,11:00
912,M00288,2026-08-08,swimming pool,12:30
913,M00079,2026-07-06,gym,06:00
914,M00596,2026-05-29,basketball,12:00
915,M00565,2026-03-08,football,21:15
916,M00375,2026-04-11,swimming pool,15:15
917,M00476,2026-05-09,football,08:45
918,M00373,2026-05-09,gym,13:15
919,M00527,2026-02-05,basketball,11:15
920,M00580,2026-08-31,football,10:45
921,M00368,2026-01-11,swimming pool,21:15
922,M00065,2026-03-09,badminton,13:00
923,M00212,2026-05-13,badminton,18:45
924,M00466,2026-08-14,gym,07:30
925,M00106,2026-06-30,football,14:30
926,M00593,2026-05-20,football,11:45
927,M00388,2026-04-04,football,08:30
928,M00386,2026-08-21,swimming pool,18:30
929,M00354,2026-05-05,basketball,06:15
930,M00451,2026-02-12,swimming pool,08:30
931,M00217,2026-02-08,swimming pool,11:30
932,M00122,2026-06-19,swimming pool,19:30
933,M00117,2026-05-04,basketball,21:15
934,M00166,2026-06-15,basketball,06:15
935,M00045,2026-02-02,football,11:15
936,M00525,2026-01-11,football,10:00
937,M00171,2026-03-08,swimming pool,18:00
938,M00291,2026-08-31,gym,12:45
939,M00483,2026-08-11,basketball,11:15
940,M00421,2026-06-03,swimming pool,11:30
941,M00172,2026-07-05,badminton,20:00
942,M00236,2026-04-07,basketball,10:00
943,M00017,2026-02-21,football,19:15
944,M00099,2026-02-15,basketball,07:00
945,M00096,2026-05-04,swimming pool,06:45
946,M00535,2026-04-18,badminton,07:45
947,M00235,2026-08-29,basketball,18:30
948,M00590,2026-01-26,basketball,10:30
949,M00489,2026-07-16,swimming pool,08:30
950,M00557,2026-04-15,badminton,12:00
951,M00008,2026-05-28,football,09:00
952,M00385,2026-06-17,swimming pool,16:45
953,M00371,2026-01-28,swimming pool,19:30
954,M00268,2026-08-07,football,19:30
955,M00283,2026-06-24,basketball,12:45
956,M00566,2026-07-20,football,21:15
957,M00380,2026-05-24,football,21:30
958,M00315,2026-05-28,badminton,18:15
959,M00122,2026-07-11,swimming pool,20:15
960,M00103,2026-02-24,football,18:30
961,M00564,2026-06-07,gym,11:45
962,M00006,2026-07-25,gym,10:45
963,M00446,2026-01-23,gym,14:15
964,M00380,2026-01-21,football,07:45
965,M00411,2026-06-07,football,15:00
966,M00180,2026-06-13,basketball,20:00
967,M00207,2026-08-06,football,15:15
968,M00035,2026-07-20,football,13:15
969,M00037,2026-04-03,swimming pool,06:15
970,M00089,2026-03-12,basketball,17:45
971,M00416,2026-05-31,swimming pool,06:00
972,M00093,2026-05-21,badminton,17:30
973,M00284,2026-02-27,football,12:45
974,M00414,2026-05-28,gym,14:15
975,M00417,2026-05-10,gym,08:30
976,M00349,2026-08-31,gym,14:30
977,M00454,2026-04-07,football,21:15
978,M00348,2026-07-18,basketball,20:00
979,M00494,2026-01-30,badminton,08:45
980,M00226,2026-06-23,swimming pool,16:45
981,M00362,2026-05-13,football,06:30
982,M00255,2026-03-15,gym,18:30
983,M00078,2026-05-22,swimming pool,21:30
984,M00363,2026-02-25,football,14:15
985,M00195,2026-05-08,swimming pool,13:15
986,M00272,2026-02-22,swimming pool,12:15
987,M00365,2026-02-09,gym,09:00
988,M00505,2026-06-07,gym,07:45
989,M00381,2026-06-08,badminton,21:30
990,M00503,2026-02-16,football,14:45
991,M00228,2026-07-12,football,10:00
992,M00539,2026-07-24,basketball,21:00
993,M00515,2026-03-30,basketball,11:45
994,M00124,2026-06-28,football,20:30
995,M00009,2026-01-04,swimming pool,18:00
996,M00334,2026-04-03,football,14:15
997,M00562,2026-03-09,swimming pool,14:45
998,M00352,2026-04-04,swimming pool,21:45
999,M00216,2026-04-18,badminton,17:45
1000,M00287,2026-04-26,swimming pool,10:15
1001,M00103,2026-07-04,badminton,13:45
1002,M00391,2026-02-20,swimming pool,10:45
1003,M00010,2026-02-15,basketball,21:15
1004,M00530,2026-05-17,badminton,21:30
1005,M00257,2026-05-24,football,07:45
1006,M00102,2026-06-26,swimming pool,07:15
1007,M00261,2026-05-02,gym,20:30
1008,M00267,2026-04-03,badminton,14:30
1009,M00021,2026-04-16,gym,17:15
1010,M00591,2026-05-28,football,11:30
1011,M00364,2026-03-25,football,21:45
1012,M00081,2026-04-08,football,15:45
1013,M00149,2026-08-11,swimming pool,16:45
1014,M00586,2026-04-14,gym,08:15
1015,M00352,2026-02-28,badminton,16:30
1016,M00274,2026-06-04,basketball,14:45
1017,M00372,2026-07-11,football,20:45
1018,M00172,2026-02-17,gym,10:15
1019,M00258,2026-08-29,gym,12:15
1020,M00407,2026-01-27,gym,08:45
1021,M00562,2026-01-14,gym,18:00
1022,M00107,2026-03-09,football,10:00
1023,M00400,2026-03-21,swimming pool,13:30
1024,M00454,2026-06-10,swimming pool,10:15
1025,M00030,2026-01-09,badminton,16:45
1026,M00479,2026-08-11,football,14:45
1027,M00139,2026-08-31,football,11:45
1028,M00578,2026-04-22,football,15:30
1029,M00494,2026-05-19,swimming pool,08:45
1030,M00316,2026-04-04,basketball,14:15
1031,M00311,2026-01-03,gym,10:30
1032,M00294,2026-05-01,football,06:45
1033,M00489,2026-03-18,gym,19:30
1034,M00237,2026-07-23,gym,17:15
1035,M00422,2026-08-14,football,19:45
1036,M00256,2026-02-11,basketball,18:15
1037,M00270,2026-01-21,basketball,13:30
1038,M00292,2026-06-16,football,14:45
1039,M00193,2026-08-07,gym,11:15
1040,M00297,2026-01-29,basketball,20:30
1041,M00504,2026-02-18,badminton,06:15
1042,M00051,2026-05-17,gym,11:00
1043,M00289,2026-03-10,swimming pool,20:00
1044,M00239,2026-01-24,swimming pool,06:45
1045,M00223,2026-03-29,basketball,15:45
1046,M00381,2026-04-29,gym,16:00
1047,M00150,2026-01-15,badminton,18:00
1048,M00557,2026-05-01,swimming pool,12:30
1049,M00391,2026-08-01,gym,09:15
1050,M00395,2026-07-17,basketball,13:00
1051,M00204,2026-04-28,gym,12:45
1052,M00399,2026-06-24,badminton,16:15
1053,M00044,2026-07-10,football,09:30
1054,M00493,2026-06-13,badminton,12:30
1055,M00054,2026-08-10,swimming pool,09:15
1056,M00445,2026-03-25,gym,11:30
1057,M00599,2026-01-31,basketball,13:00
1058,M00044,2026-05-29,basketball,10:30
1059,M00092,2026-03-05,swimming pool,21:00
1060,M00347,2026-08-27,gym,07:30
1061,M00158,2026-06-29,football,09:15
1062,M00500,2026-03-01,badminton,17:45
1063,M00198,2026-01-06,basketball,17:15
1064,M00257,2026-08-19,gym,21:45
1065,M00573,2026-03-17,football,21:15
1066,M00581,2026-02-17,football,17:30
1067,M00480,2026-03-12,football,11:00
1068,M00544,2026-02-09,basketball,15:30
1069,M00555,2026-04-04,basketball,06:45
1070,M00190,2026-08-15,gym,17:15
1071,M00329,2026-07-04,gym,18:15
1072,M00537,2026-06-24,basketball,10:30
1073,M00331,2026-04-15,badminton,09:00
1074,M00536,2026-06-18,gym,07:15
1075,M00183,2026-08-12,gym,12:00
1076,M00498,2026-02-19,gym,07:45
1077,M00502,2026-05-15,football,14:00
1078,M00376,2026-02-26,football,08:00
1079,M00214,2026-06-17,basketball,08:45
1080,M00063,2026-04-03,football,19:30
1081,M00060,2026-07-30,football,14:00
1082,M00073,2026-08-02,badminton,08:15
1083,M00532,2026-01-25,gym,13:45
1084,M00195,2026-02-19,football,13:15
1085,M00572,2026-07-11,football,19:00
1086,M00591,2026-04-02,basketball,19:00
1087,M00171,2026-07-22,swimming pool,18:30
1088,M00162,2026-05-17,football,20:30
1089,M00323,2026-05-21,badminton,17:45
1090,M00441,2026-07-31,badminton,13:15
1091,M00385,2026-07-16,football,14:30
1092,M00464,2026-04-25,basketball,06:00
1093,M00292,2026-06-02,gym,10:30
1094,M00007,2026-03-18,swimming pool,12:30
1095,M00023,2026-07-17,badminton,10:00
1096,M00039,2026-04-28,badminton,10:15
1097,M00272,2026-04-04,football,13:15
1098,M00263,2026-07-27,badminton,08:45
1099,M00583,2026-08-23,swimming pool,08:30
1100,M00495,2026-02-14,basketball,09:30
1101,M00039,2026-07-07,football,18:00
1102,M00058,2026-08-24,badminton,17:45
1103,M00427,2026-08-27,gym,13:00
1104,M00392,2026-01-14,badminton,07:30
1105,M00553,2026-05-25,swimming pool,16:15
1106,M00157,2026-01-13,basketball,20:00
1107,M00228,2026-04-21,badminton,18:15
1108,M00136,2026-03-28,gym,21:00
1109,M00562,2026-04-13,badminton,08:45
1110,M00514,2026-04-22,swimming pool,10:45
1111,M00573,2026-02-20,basketball,18:15
1112,M00575,2026-06-07,football,13:15
1113,M00074,2026-03-10,basketball,16:00
1114,M00116,2026-06-21,basketball,19:30
1115,M00357,2026-02-18,badminton,17:00
1116,M00313,2026-02-13,badminton,20:15
1117,M00452,2026-01-12,swimming pool,12:30
1118,M00160,2026-07-13,gym,09:00
1119,M00249,2026-08-31,football,10:30
1120,M00015,2026-03-29,gym,15:45
1121,M00483,2026-01-06,badminton,12:15
1122,M00209,2026-05-20,football,14:45
1123,M00145,2026-06-27,gym,18:00
1124,M00262,2026-02-13,gym,15:15
1125,M00278,2026-01-14,basketball,06:00
1126,M00398,2026-06-19,badminton,17:00
1127,M00020,2026-03-16,basketball,13:45
1128,M00521,2026-07-01,gym,16:45
1129,M00545,2026-01-23,swimming pool,12:45
1130,M00575,2026-08-26,gym,07:15
1131,M00543,2026-03-20,badminton,21:45
1132,M00161,2026-01-05,badminton,17:30
1133,M00310,2026-03-02,football,14:00
1134,M00264,2026-08-13,basketball,06:30
1135,M00231,2026-02-08,badminton,18:15
1136,M00090,2026-07-06,basketball,13:45
1137,M00247,2026-05-27,swimming pool,19:30
1138,M00338,2026-04-25,football,10:15
1139,M00142,2026-05-29,football,12:15
1140,M00317,2026-06-26,football,10:45
1141,M00149,2026-06-17,football,11:30
1142,M00070,2026-05-23,football,09:15
1143,M00326,2026-08-03,swimming pool,06:30
1144,M00424,2026-04-16,badminton,20:30
1145,M00156,2026-07-19,swimming pool,09:15
1146,M00190,2026-01-07,football,14:15
1147,M00238,2026-03-01,gym,17:00
1148,M00489,2026-02-04,football,21:30
1149,M00189,2026-08-07,basketball,21:45
1150,M00141,2026-02-11,swimming pool,13:00
1151,M00419,2026-07-15,gym,14:45
1152,M00228,2026-07-10,swimming pool,12:00
1153,M00182,2026-08-26,basketball,21:30
1154,M00469,2026-08-16,swimming pool,19:45
1155,M00043,2026-06-05,basketball,16:45
1156,M00586,2026-06-02,football,07:00
1157,M00463,2026-04-27,gym,13:45
1158,M00041,2026-05-23,basketball,07:15
1159,M00299,2026-04-23,basketball,15:30
1160,M00473,2026-02-12,basketball,15:00
1161,M00530,2026-08-20,swimming pool,20:45
1162,M00093,2026-07-04,football,09:15
1163,M00600,2026-08-29,football,10:45
1164,M00424,2026-03-24,basketball,06:15
1165,M00465,2026-06-01,swimming pool,20:00
1166,M00257,2026-03-24,swimming pool,09:00
1167,M00117,2026-06-30,basketball,17:00
1168,M00537,2026-07-01,basketball,11:45
1169,M00564,2026-04-08,gym,11:30
1170,M00580,2026-08-12,swimming pool,11:15
1171,M00184,2026-07-16,gym,19:30
1172,M00317,2026-07-06,basketball,15:15
1173,M00121,2026-08-19,swimming pool,12:00
1174,M00260,2026-01-04,basketball,21:45
1175,M00557,2026-07-26,gym,21:15
1176,M00223,2026-05-31,basketball,20:45
1177,M00453,2026-01-21,football,06:15
1178,M00561,2026-03-13,football,12:00
1179,M00190,2026-02-07,gym,17:00
1180,M00149,2026-08-07,gym,15:30
1181,M00090,2026-01-13,gym,19:15
1182,M00166,2026-06-22,badminton,11:45
1183,M00593,2026-04-03,gym,08:30
1184,M00331,2026-04-05,basketball,08:45
1185,M00564,2026-01-17,badminton,21:15
1186,M00125,2026-06-27,badminton,16:45
1187,M00538,2026-02-23,swimming pool,07:00
1188,M00586,2026-07-06,football,08:45
1189,M00295,2026-04-20,football,16:30
1190,M00539,2026-05-28,football,17:15
1191,M00577,2026-05-08,football,21:45
1192,M00185,2026-08-15,football,13:30
